1660140900000,23914.31000000,23963.63000000,23888.88000000,23889.74000000,507.49500000,1660141199999,12145696.41252890,10696,213.21691000,5103575.56600840,0
1660141200000,23889.86000000,23948.41000000,23757.82000000,23919.49000000,557.94660000,1660141499999,13320767.52566930,14546,272.18490000,6501474.35885810,0
1660141500000,23919.49000000,23949.30000000,23901.00000000,23930.65000000,210.01232000,1660141799999,5025338.20563330,6593,119.42210000,2857651.01528720,0
1660141800000,23931.25000000,23949.69000000,23880.04000000,23918.38000000,269.97453000,1660142099999,6454684.13510860,7328,143.08691000,3421009.41250790,0
1660142100000,23918.38000000,23955.87000000,23907.29000000,23926.42000000,520.77195000,1660142399999,12465526.56792650,6813,144.61774000,3461500.34716510,0
1660142400000,23923.91000000,24026.90000000,23916.00000000,24000.88000000,461.10898000,1660142699999,11057332.06054870,10419,257.09507000,6165446.67410590,0
1660142700000,23999.04000000,24091.14000000,23969.33000000,24028.15000000,502.01584000,1660142999999,12063726.56418070,12262,274.26240000,6590482.24199080,0
1660143000000,24028.15000000,24064.05000000,23995.50000000,24003.55000000,248.14603000,1660143299999,5960220.31967290,8247,110.81408000,2661765.31808160,0
1660143300000,24005.73000000,24027.30000000,23990.78000000,24014.94000000,218.62365000,1660143599999,5249034.85342310,6249,128.02726000,3073959.60394060,0
1660143600000,24014.90000000,24042.65000000,23986.01000000,24023.61000000,316.76546000,1660143899999,7606801.78801050,7650,166.04588000,3987843.08623100,0
1660143900000,24024.38000000,24080.40000000,23960.39000000,23971.93000000,491.09619000,1660144199999,11790213.93310170,9607,236.73817000,5683895.39748850,0
1660144200000,23972.25000000,23981.27000000,23930.16000000,23971.95000000,449.52572000,1660144499999,10767013.34580290,8722,270.90396000,6488069.48212080,0
1660144500000,23971.90000000,23980.09000000,23926.93000000,23960.84000000,239.25462000,1660144799999,5731539.39970260,6106,102.34995000,2452098.84290070,0
1660144800000,23960.07000000,24010.20000000,23957.46000000,24000.97000000,256.80266000,1660145099999,6159593.90382420,6747,141.05652000,3383625.86645900,0
1660145100000,24000.76000000,24022.62000000,23989.06000000,24004.03000000,199.99866000,1660145399999,4801596.15420670,5861,91.67491000,2201034.79528900,0
1660145400000,24004.52000000,24088.75000000,24002.51000000,24039.59000000,426.67362000,1660145699999,10263054.60926960,9024,241.74265000,5815044.03867640,0
1660145700000,24039.31000000,24046.48000000,23975.77000000,23979.69000000,236.12288000,1660145999999,5670010.57827030,7326,120.18342000,2886367.31207270,0
1660146000000,23981.41000000,24025.00000000,23980.22000000,24018.10000000,144.73929000,1660146299999,3475211.17119240,5064,80.96246000,1943952.60400330,0
1660146300000,24017.08000000,24038.00000000,23991.81000000,24005.66000000,194.97614000,1660146599999,4683128.43119470,5882,100.56303000,2415601.72977450,0
1660146600000,24005.66000000,24033.04000000,23995.37000000,24028.40000000,175.13361000,1660146899999,4204817.52461100,5169,89.67203000,2153072.98846810,0
1660146900000,24028.40000000,24056.27000000,23994.82000000,24004.84000000,310.19753000,1660147199999,7454333.20466910,7563,140.97587000,3388187.95698860,0
1660147200000,24001.51000000,24040.00000000,23975.72000000,24026.78000000,304.44978000,1660147499999,7311001.61408100,8571,171.60816000,4121249.30991760,0
1660147500000,24025.02000000,24053.70000000,24007.14000000,24047.78000000,245.83903000,1660147799999,5907992.24659340,7076,126.12503000,3031299.92177070,0
1660147800000,24045.94000000,24072.00000000,24025.00000000,24050.22000000,226.19799000,1660148099999,5439454.99872520,7282,132.11484000,3177383.29067070,0
1660148100000,24050.24000000,24098.44000000,24020.67000000,24026.40000000,298.93223000,1660148399999,7192710.12190180,8410,152.44141000,3668482.76243590,0
1660148400000,24026.15000000,24033.76000000,24002.19000000,24019.24000000,185.54137000,1660148699999,4456182.89020240,5709,88.77057000,2132131.27718350,0
1660148700000,24017.51000000,24039.00000000,24009.12000000,24032.11000000,118.24418000,1660148999999,2840842.75035400,4037,68.10266000,1636271.76062330,0
1660149000000,24032.11000000,24038.84000000,23981.75000000,24005.77000000,258.35160000,1660149299999,6201220.15461510,6680,126.71278000,3041570.94953280,0
1660149300000,24005.77000000,24012.00000000,23945.21000000,23961.01000000,239.91649000,1660149599999,5751741.95051470,6679,99.16739000,2377604.49291170,0
1660149600000,23960.97000000,23977.60000000,23934.54000000,23942.90000000,214.83965000,1660149899999,5146844.28217650,6525,99.59961000,2386161.68060990,0
1660149900000,23945.47000000,23983.12000000,23942.71000000,23962.58000000,116.13561000,1660150199999,2782775.23139640,4344,72.92411000,1747470.54446300,0
1660150200000,23960.36000000,23972.00000000,23940.47000000,23966.36000000,124.59672000,1660150499999,2984837.82725100,4605,67.66473000,1621064.68899090,0
1660150500000,23966.37000000,23999.72000000,23958.00000000,23965.62000000,117.91224000,1660150799999,2827000.63426960,3844,61.46055000,1473578.31940940,0
1660150800000,23966.22000000,23977.22000000,23900.00000000,23907.83000000,240.94111000,1660151099999,5767338.47801540,7372,114.26810000,2735302.50471420,0
1660151100000,23907.23000000,23929.89000000,23820.00000000,23907.91000000,428.08053000,1660151399999,10224058.87966570,10303,187.53437000,4479785.33218680,0
1660151400000,23910.09000000,23955.88000000,23909.23000000,23945.60000000,145.74383000,1660151699999,3488076.92686300,5080,81.07693000,1940452.61783430,0
1660151700000,23946.38000000,23954.69000000,23918.00000000,23930.06000000,137.78604000,1660151999999,3298140.36960140,4408,68.37257000,1636619.93306900,0
1660152000000,23931.18000000,23936.07000000,23892.98000000,23907.01000000,127.47994000,1660152299999,3048353.15605640,4649,57.80013000,1382132.55539230,0
1660152300000,23907.01000000,23935.99000000,23899.02000000,23900.80000000,165.38754000,1660152599999,3955312.22061860,4502,69.94936000,1672876.18362500,0
1660152600000,23899.00000000,23931.29000000,23871.31000000,23921.15000000,137.60670000,1660152899999,3289629.92882960,4763,74.26524000,1775489.59866730,0
1660152900000,23921.30000000,23939.45000000,23910.19000000,23924.10000000,134.60461000,1660153199999,3220455.30939440,4056,80.52662000,1926685.12299690,0
1660153200000,23924.35000000,23946.34000000,23908.96000000,23940.01000000,177.56545000,1660153499999,4248985.80070590,4548,106.87830000,2557689.40295930,0
1660153500000,23938.86000000,23950.00000000,23924.54000000,23937.00000000,136.21129000,1660153799999,3260787.08667300,4524,81.86455000,1959833.93081310,0
1660153800000,23936.94000000,23945.40000000,23918.88000000,23927.79000000,88.54267000,1660154099999,2118850.07427280,3665,48.08290000,1150669.83425610,0
1660154100000,23925.91000000,23949.00000000,23900.00000000,23921.78000000,197.97629000,1660154399999,4735318.56143990,4408,82.67133000,1977495.36583100,0
1660154400000,23921.79000000,23938.00000000,23908.02000000,23917.25000000,124.16798000,1660154699999,2970330.21731480,3806,73.78389000,1765057.31718320,0
1660154700000,23915.01000000,23917.05000000,23886.00000000,23891.90000000,92.43494000,1660154999999,2209310.25884770,3777,43.02284000,1028342.94928590,0
1660155000000,23891.32000000,23917.00000000,23885.38000000,23888.50000000,120.90528000,1660155299999,2889937.91430970,4247,47.08727000,1125548.99015350,0
1660155300000,23888.50000000,23899.89000000,23750.01000000,23805.51000000,414.87927000,1660155599999,9884646.57990710,8854,147.06758000,3505159.27584980,0
1660155600000,23801.84000000,23834.02000000,23772.02000000,23792.67000000,272.23378000,1660155899999,6477953.51054560,8521,115.58312000,2750457.36127190,0
1660155900000,23790.74000000,23793.75000000,23735.45000000,23765.45000000,257.14600000,1660156199999,6111395.10719020,7318,119.40050000,2838083.24981720,0
1660156200000,23763.43000000,23792.92000000,23728.45000000,23754.21000000,313.27987000,1660156499999,7443003.63816160,7310,163.11168000,3875659.86851430,0
1660156500000,23751.33000000,23759.69000000,23650.00000000,23689.77000000,479.91037000,1660156799999,11375181.39198590,9944,185.19336000,4391941.52350070,0
1660156800000,23690.37000000,23729.72000000,23658.33000000,23664.95000000,245.34115000,1660157099999,5814328.01662660,5840,104.19679000,2469593.59963470,0
1660157100000,23664.95000000,23666.38000000,23483.69000000,23532.84000000,1033.80250000,1660157399999,24364359.24507500,19421,419.00641000,9873230.95439580,0
1660157400000,23533.20000000,23587.38000000,23517.53000000,23549.41000000,325.99361000,1660157699999,7679083.63327810,8188,154.86186000,3648052.43996010,0
1660157700000,23549.20000000,23630.80000000,23530.00000000,23605.11000000,330.59015000,1660157999999,7792254.78289820,7880,160.99697000,3795575.73480880,0
1660158000000,23604.42000000,23618.97000000,23550.00000000,23579.17000000,284.10390000,1660158299999,6702642.03168500,6927,132.42332000,3124155.51113030,0
1660158300000,23579.76000000,23696.46000000,23541.56000000,23673.36000000,321.87473000,1660158599999,7601092.71625830,8935,171.63472000,4054002.56591470,0
1660158600000,23673.96000000,23712.82000000,23597.00000000,23601.50000000,366.66937000,1660158899999,8678651.77360950,9214,191.55497000,4534588.26124020,0
1660158900000,23600.95000000,23652.92000000,23592.22000000,23646.49000000,254.76597000,1660159199999,6018315.29610700,6015,137.43134000,3246916.91330350,0
1660159200000,23645.89000000,23668.18000000,23630.15000000,23647.56000000,206.93630000,1660159499999,4893923.98368790,5390,110.49476000,2613163.89013670,0
1660159500000,23648.64000000,23669.37000000,23596.46000000,23613.44000000,184.21345000,1660159799999,4354180.78933120,5051,84.50988000,1997829.18162540,0
1660159800000,23615.32000000,23660.41000000,23606.61000000,23635.88000000,163.58809000,1660160099999,3867076.26328300,4833,86.87832000,2053894.26022790,0
1660160100000,23634.39000000,23668.53000000,23632.00000000,23650.40000000,118.15059000,1660160399999,2794332.30029760,3913,61.44132000,1453221.23279470,0
1660160400000,23649.11000000,23655.42000000,23617.96000000,23630.00000000,138.24854000,1660160699999,3267163.43469890,3796,72.69602000,1717927.63881310,0
1660160700000,23629.41000000,23644.21000000,23584.20000000,23596.14000000,133.61775000,1660160999999,3156046.88427900,4190,66.10401000,1561399.95956170,0
1660161000000,23597.95000000,23631.00000000,23555.44000000,23614.21000000,182.71914000,1660161299999,4311507.69280640,5531,84.57145000,1996159.01180410,0
